"","postcode_clean","Respondents","1. Do you give your consent to take part in this study?","2. What is your current age in years?","3. What is your gender?","4. Do you currently live in the UK?","5. What are the first 3 digits of your postcode? (e.g., HU5, YO1).","6. Please click the item that best describes the neighbourhood you live in:","7. Are you a member of an environmental charity or community group? (i.e., RSPB, ""Friends of"" group)","8. Do you participate in any form of nature recording? (e.g., via apps iNaturalist, Seek, Merlin or as an amateur naturalist)","9.1. 1. I always find beauty in nature.","9.2. 2. I always treat nature with respect.","9.3. 3. Being in nature makes me very happy.","9.4. 4. Spending time in nature is very important to me.","9.5. 5. I find being in nature really amazing.","9.6. 6. I feel part of nature.","10. How often do you visit blue spaces?","10.1. Rivers, canals and dykes","10.2. Park lakes","10.3. Coastal areas","10.4. Estuaries","10.5. Marinas","11. Have you heard of the term ""rewilding""?","12.1. Cities should have more blue spaces","12.2. Blue spaces are important for nature","12.3. Blue spaces in the UK are in poor condition","12.4. Blue spaces are important for my health and wellbeing","12.5. We should “rewild” UK blue spaces","13. Do you carry out any of these activities around blue spaces?","14. In three words describe a blue space in your local area","15. In three words describe a ""wild"" blue space in your local area","16. What wildlife have you seen around blue spaces?","17. What types of wildlife would you like to see more of?","18. Would you consider providing a blue space (e.g., large nature pond or mini bucket pond) in your garden, allotment or other available outdoor space?","19. How would you improve blue spaces for people and nature?","Start Date","Completion Date","X","Y","fid","postcode","positional","country_co","nhs_region","nhs_ha_cod","admin_coun","admin_dist","admin_ward"
"272","YO1","Respondent 286","I give consent to take part in this study",30,"Male","Yes","YO1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Every 6 months","Monthly","Every 6 months","Once a year","Yes","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Rock pooling","Nice but disturbed","Peaceful, wildlife rich","Dipper, kingfisher, heron, seabirds, grey seal, porpoises, water vole, grass snake,","Otters, grass snake,","I would if I had the space","Need much bigger buffers around river for development, sort out the disgraceful water company's pollution practices, rewild,","2025-05-27 10:57:57 UTC","2025-05-27 11:08:17 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"273","YO1","Respondent 275","I give consent to take part in this study",75,"Male","Yes","yo1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","2",NA,"Weekly","Monthly","Monthly","Monthly","Every 6 months","Yes","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Pond dipping","cool clear water","home to riverflies","insects, birds, mammals","All","I already do","Community led improvements","2025-05-26 19:36:55 UTC","2025-05-26 19:44:17 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"274","YO1","Respondent 281","I give consent to take part in this study",68,"Female","Yes","YO1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Weekly","Weekly","Monthly","Weekly","Yes","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Nature watching,Exercise (e.g., walking, kayaking, swimming)","Wooded lake , ducks","Beautiful coastal beach","Many varieties of duck and seabird, waders, small birds, dolphins, porpoises, shoaling fish,foxes, rabbits","Insects ,red listed birds","I already do","Keep them litter free. Reduce pollution - particularly sewage discharge. Provide more information for the public about what there is to see","2025-05-27 07:40:11 UTC","2025-05-27 07:47:18 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"275","YO1","Respondent 190","I give consent to take part in this study",25,"Female","Yes","YO1","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","1. completely Agree","2","1. completely Agree","2","2","4",NA,"Every 6 months","Every 6 months","Every 6 months","Never","Once a year","Yes","Strongly agree","Strongly agree","Partially agree","Partially agree","Strongly agree","Exercise (e.g., walking, kayaking, swimming)","canal, algae, ducks","sea, waves, grey","ducks, birds, rats","fish, herons, frogs","No","cleaned regularly, maintenance of bio diversity","2025-05-20 17:16:44 UTC","2025-05-20 17:20:23 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"276","YO1","Respondent 272","I give consent to take part in this study",35,"Female","Yes","Y01","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Weekly","Once a year","Every 6 months","Yes","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming)","Spacious, expansive, refreshing","Powerful, mysterious, awe-inspiring","Sea birds, whale, dolphins, waders, birds etc","Marine mammals, bird life","I already do","Make them more accessible, more of them, keep them clean, encourage biodiversity","2025-05-26 16:19:06 UTC","2025-05-26 16:23:08 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"277","YO1","Respondent 280","I give consent to take part in this study",80,"Male","Yes","yo1","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Monthly","Monthly","Every 6 months","Every 6 months","Yes","Agree","Agree","Partially agree","Agree","Agree","Nature watching,Rock pooling","Beautiful varied coast","Peaceful walking area","Amazing variety of marine organisms","Bushes and scrub which seem to be 'unliked' and cleared","I already do","Improve awareness of what people have on their doorstep.","2025-05-27 07:20:58 UTC","2025-05-27 07:32:33 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"278","YO1","Respondent 278","I give consent to take part in this study",55,"Female","Yes","Y01","Suburban (i.e., mostly houses, located just outside a city or town)","Yes","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Once a year","Weekly","Once a year","Once a year","Yes","Agree","Strongly agree","Agree","Agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Fishing","Beautiful, costal, clean","Inaccesible, overgrown, necessary","birds, dolphins, seals, deer, kingfishers, rats, water voles, fish, bees, dragonflies, grass snakes","Native birds, Bees, otters, bats","I would if I had the space","Stop all insectisides, encourage wild flowers, native trees, volunteers to clean up areas, reintroduce pathways, more native trees.","2025-05-26 19:51:52 UTC","2025-05-26 20:01:31 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"279","YO1","Respondent 75","I give consent to take part in this study",54,"Female","Yes","YO1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","4","3","5",NA,"Once a year","Never","Once a year","Never","Never","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I don't carry out any of these activities","Flat, Calm, Busy","Wide, Fast, Dividing","Ducks and Geese","Mammals","I would if I had the space","Improve access (including safety) and provide information about the history and nature of/at the site - what am I looking at?","2025-04-15 10:24:09 UTC","2025-04-15 10:31:59 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"280","YO1","Respondent 279","I give consent to take part in this study",66,"Female","Yes","YO1","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Monthly","Weekly","Every 6 months","Once a year","Yes","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Rock pooling","Relaxing, beautiful tranquil","Invigorating beautiful sanctuary","Birds, flowers, bats, insects, dolphins, seals, porpoise, whales, seaweeds, lichens, anenomes, crabs, jellyfish, molluscs","More of all wildlife listed in previous question","I already do","Habitat improvement to increase biodiversity,  more blue spaces, less tidiness and reduction of litter and chemicals ie. neonicotinoids  entering the water","2025-05-26 21:02:00 UTC","2025-05-26 21:42:20 UTC",459652,451975,1702712,"YO1 0EB",10,"E92000001","E19000001","E18000003","","E06000014","E05010325"
"281","YO13","Respondent 38","I give consent to take part in this study",58,"Male","Yes","YO13","Rural (i.e., mostly countryside with few houses or buildings)","Yes","Yes","3","3","2","2","2","5",NA,"Weekly","Every 6 months","Weekly","Monthly","Weekly","Yes","Neutral","Agree","Partially agree","Neutral","Partially agree","Nature watching,Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography","Managed fishing river","There are no truly wild areas","Dolphins, seals, birds","Orca","No","If you “improve” them they become less wild. Kittiwake towers?","2025-04-05 11:01:37 UTC","2025-04-05 11:08:24 UTC",501026,492194,1707252,"YO13 0AA",10,"E92000001","E19000001","E18000003","","E06000065","E05014311"
"282","YO16","Respondent 284","I give consent to take part in this study",38,"Female","Yes","YO16","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Monthly","Every 6 months","Weekly","Every 6 months","Weekly","Yes","Partially agree","Strongly agree","Agree","Agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Rock pooling","Artificially straightened river","Quiet, biodiverse, shallow","waterfowl, kingfishers, signs of water vole, brown rat, badger, deer and otters","Priority species","I already do","Improve plastic/chemical pollution awareness for general public. Better protection for mammals where roads cross rivers.","2025-05-27 08:53:30 UTC","2025-05-27 09:11:18 UTC",517246,467472,1712434,"YO16 4AA",10,"E92000001","E19000001","E18000003","","E06000011","E05001688"
"283","YO21","Respondent 36","I give consent to take part in this study",24,"Female","Yes","YO2","Rural (i.e., mostly countryside with few houses or buildings)","Yes","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Monthly","Monthly","Every 6 months","Every 6 months","Yes","Agree","Agree","Strongly agree","Strongly agree","Partially agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography","beautiful chalk stream","Skerne Wetlands","grass snakes, bittern, barn owl, kingfisher, water vole","birds, invertebrates, reptiles","I would if I had the space","improve the condition of blue spaces, ensure connectivity between patches of wildlife","2025-04-03 13:54:23 UTC","2025-04-03 14:05:29 UTC",487416,510180,1719270,"YO21 1AB",10,"E92000001","E19000001","E18000003","","E06000065","E05014268"
"284","YO21","Respondent 51","I give consent to take part in this study",32,"Female","Yes","YO2","Rural (i.e., mostly countryside with few houses or buildings)","No","No","2","1. completely Agree","1. completely Agree","3","2","4",NA,"Every 6 months","Weekly","Monthly","Every 6 months","Monthly","Yes","Agree","Strongly agree","Agree","Neutral","Agree","Dog walking,Exercise (e.g., walking, kayaking, swimming) ,Photography,Feeding wildlife (e.g., ducks, fish)","Ducks calm pretty","Natural healthy habitat","Ducks, insects","Fish, water mammals","Maybe, I would consider providing a blue space with more information or assistance","More paths, benches and bins","2025-04-11 16:49:18 UTC","2025-04-11 16:55:45 UTC",487416,510180,1719270,"YO21 1AB",10,"E92000001","E19000001","E18000003","","E06000065","E05014268"
"285","YO21","Respondent 232","I give consent to take part in this study",62,"Male","Yes","Yo2","Urban (i.e., a town or city, lots of people live there, and there are lots of different kinds of buildings close together)","No","No","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Once a year","Weekly","Every 6 months","Never","Yes","Agree","Strongly agree","Strongly agree","Neutral","Agree","Fishing","River Head Canal","Kings Mill Reserve","King Fisher aquatic birds and mammals","King Fisher","I already do","Make them more interactive","2025-05-22 16:47:13 UTC","2025-05-22 16:54:19 UTC",487416,510180,1719270,"YO21 1AB",10,"E92000001","E19000001","E18000003","","E06000065","E05014268"
"286","YO21","Respondent 184","I give consent to take part in this study",53,"Female","Yes","Yo2","Suburban (i.e., mostly houses, located just outside a city or town)","No","No","2","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","3",NA,"Monthly","Once a year","Monthly","Every 6 months","Once a year","Yes","Agree","Agree","Neutral","Strongly agree","Agree","Nature watching,Exercise (e.g., walking, kayaking, swimming) ,Photography,Rock pooling","Peaceful,interesting, Canal",".","Heron, Deer, Fish, Ducks, various Birds, too many animals to mention","All","I would if I had the space","Improve pollution if possible","2025-05-19 18:51:20 UTC","2025-05-19 19:05:03 UTC",487416,510180,1719270,"YO21 1AB",10,"E92000001","E19000001","E18000003","","E06000065","E05014268"
"287","YO21","Respondent 62","I give consent to take part in this study",71,"Male","Yes","YO2","Rural (i.e., mostly countryside with few houses or buildings)","No","Yes","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree","1. completely Agree",NA,"Weekly","Once a year","Every 6 months","Once a year","Never","Yes","Agree","Agree","Agree","Agree","Agree","Nature watching,Dog walking","River Hull and Hull Valley wetland areas","Exciting, rewarding, amazing","Many bird species of wetland and marshland.  Deer, Hares, Otters","More bird life .  I was a founder member of TopHill Low nature. This is a good example of the possibilities.","I already do","I would concentrate on habitat management with suitable access.","2025-04-12 17:17:05 UTC","2025-04-12 17:27:20 UTC",487416,510180,1719270,"YO21 1AB",10,"E92000001","E19000001","E18000003","","E06000065","E05014268"
